alias,channels_closed
mynodebtc.com [myNodeFD],110
ThunderPay,533
VlastiMilk,3
alice,507
EBLM J0555-57Ab,189
AgentP,31
Trademind,16
02d42358d29a5b828061,1193
SOMENAME,81
02e8f84eb21998b8e0ed,123
zero fee routing,8609
palstek,142
stack_collymore,184
02390e151d1c92a6629b,25
bademantel,3403
03fbecf1f91211dc3f42,0
026c80ceb2639d6efe9b,718
mattmcpherson,3534
03f4f3782d6092b70237,23
Istiecool,4
LNJunkies,285
FasterThanLight,1186
thunderthor,18
039579519ab55f82c8e2,208
Meddl_Loide,3
LNSMALL,404
swearycoin,30
Bitcoin_Jungle,1201
GVR,1783
03291bf04e9d788d9ae4,5
LN-Haven,1630
HariSeldon,5142
pandaPi,0
BlitzKnecht,57
03c314a0a39d15e03af9,1550
aoharu2000,539
EverNukeNode,3239
03111d3b62576b78e628,461
SetantaSatsIreland,4119
lnd1.tejon.io,3105
BitcoinRunners,978
RaspiBlitzLightningNodeBTC,0
mynodebtc.com [Wilson-Forrest],161
BitByBitBoy,1279
02f72978d40efeffca53,5478
0368979aa6712d7761ec,982
prasos,576
_fork [LND],3
037416429e0dd965531b,153
024afac82b72aeea9736,9
03bfd97ff504aa4f8ff6,73
02c8e3cac6633ca54727,16
8611c0ac1c5e,0
Swiss Node,3028
SimpleWorld,14419
DeLem,1638
0264f5b5592570f63559,14
coinrunln,6
RabbitBlitz,39
BigBalenaNode,1989
lnbits.com,6219
ln1.pingviin.eu,3960
BankCFO_Node,3
armstrong,1258
blueskynode,0
medea,9141
Mediator,287
HardrockHODL-node,545
03e17af6d59bab204d72,11
Pipemkr,3
ukm-gijswijs,60
Jammin,5
02795b1ac66c757b52b4,114
Svedok,0
LightningInAHauz,8
Brewbit,128
02047d60de9a1073adf3,301
cloudatio,7
ANGRYBOUNCE,3223
BORGSPACE,8
036e84a49ffbf3d0f18a,1550
CryptoRich,183
BambergCityNode3,277
Blok100_NL,1714
PaddePadde,5806
Flashnode,1272
ma,165
Plasma⚡⚡⚡Release,7055
manofsteel,4955
wallynode,6
028b480cc4091f96c444,761
Wolframalpha,143
02c918ebd4885b1e3c4a,452
SATOSHY_RULEZ,1338
BTC-REHAB,659
LN_node42273886,682
037cad12adec61e37ee7,0
XeqT Monetary Freedom,2633
LN.Twicebit,15
[Azeroth],1108
[SATOSHIS BE ...],653
bitpi,1457
028ec03c187666ead059,92
03dccbbc7a2edec216e3,6
0261867ef8d129727015,615
Oworld,413
rootodoqz,3116
034e4aa4e9a316037376,0
BTC Sempere Vivum,42
USMidwestExchange,230
02e38bf8fd2009efbe39,175
Satoshi Nakamoto,1761
TicklishPickle,133
LNDimNode,644
nodl-lnd-s007-067,0
SOMBERTRINITY,0
0236f95fb9d9d87757e3,0
MoreCredible,52
llamp,147
03d66c4e4532141d9a3e,12
21Mcrypto,31
03602fee02c65b7e3efb,3
nayuta-lightning-shop,947
dev-strategy.com [mynode],2352
bravelittleNODEster,1803
LayerOneBTC.com,265
029909235d003b0d15f1,214
okcoin,11893
Bella_Ciao,435
028de0a4d3e01a9379fd,3
03c5d03484ff00d5346a,160
raspinode,0
Bcool,4260
pfsrblitz,3
m-node-bln-de,1520
03949b847fe3d4296aca,682
02f72a5e2f74021ac2b0,3
0314379b261f1610879c,42
FilliNode02,80
020be7ca31ab76efab85,499
stream,0
03ef684e8c2ec25ea1a9,15
03edf511d4c083495a8a,37
Mozart,2310
Hodl.Doctor,3424
BitBearBoss,903
Centaurus,5
Chaac,38
greatamericanmining,388
rottenpie,981
03d02c4d64fa54c4ccc8,0
mojbitcoin.sk,229
Nodetastic,372
021a4f1b0aacebf82189,756
wormhole,14
coinfinity.co,3127
BTCEL,46
023389e8d150f4e3a93f,19
🚀🌑 BOLTENING.club,18336
VakhosDionissos,219
ximTao,120
XLightningNode,8094
259ec3925e1b,0
0313c71d24971e2faffa,33
antfarm,15
cerebralcrypto,324
Nuclear Option,3092
02a1505264801383bc0d,15
Beauvais,290
Plutus,43
LightningDischarge[#ZeroBaseFee],3831
start9-0xbd319ca618db4308,2209
TheMeatLoafNode,6
022e5809ae6d89ed80c5,15
FIXTHEMONEY,332
0355da86ca66c4b41d97,19
1893,16
croesus,236
02f9fd3da3cfda9171c7,46
0234f98fa4155f29b97f,19
midnightgrue,5
021a50294acd57504de7,0
02dd558b1154d244b220,0
karakasa,465
jordsixn,936
Necoinomicon,71
Grega's,2152
VauBeZetNode,576
kenovios,833
Vladdy,5406
OGBB,4
N0US3F0R4N4ME,3602
DANGERZONE,1434
DediQated,2522
033a5f5d5852be3144e0,3
hoo.com,6797
lnd.cryptoassets.co.za,2992
0342a8f61e0cfa173448,7
iron_cock,3
SeedSignerDonations,2274
StackingSatoshis,3
BLUEIRON-v0.11.0rc3,3214
Bitcoinst.art 🚀,1841
0367542164d021fdd02b,3
RedBear,302
Lancelot_HQ,8
03d1a8f7e6e3e4cc5bb5,592
03036c8a96e404ac9d61,3
VillaKunterbunt,0
juraland,3
LNBIG.com [lnd-17],23070
justkeepstacking,58
037c8bbc9204af673b66,12
Bitshop,130
02aa9f905cffe0be4938,541
BOLLWERK,1931
€uroExit,1023
LichtenHauser,1659
MMLightning,3
0297a15200e0abb67f56,6
RensMatthews,868
Belvedere,3457
NodeTrip,571
SwissNode,656
HelloJessica,6458
020e487f2713366b5314,9
TheBitcoinScout,2000
urbanautln01,18
038f5034d2a786747a42,23
Lancashire,708
035b910139172a0de275,8
Thunder_RR,5970
moon,273
Amateri.com,741
03df13d14eff152c9356,477
RecklessNode⚡,0
gizmomatt,30
Happy Growing Node,729
1169a15477-sphinx,0
dagobert,754
Rosewich,4309
nameeo,4301
Pinsel,11
FairPay,8
jbhome,118
KrakenBlitz,129
vajra,4755
SleepySandwich,0
03aa000b7ee4e2bfa1e2,0
ODBlitz,19
NTRX ⚡ Node,297
Ronan,718
02ce8aa0a4e5e35743fe,996
madrigueraLN,419
039e442efdc4f29b2a3e,38
ln.bitcoin-austria.at,800
rage-proof,0
03222d0b296da1b10cf1,1388
cftlnd01,640
024465103d65bf86c579,1927
025c2288ae7512af25f7,881
SatJunky,1038
029f455f94a7205e4f5f,0
LightningLife,3
Bitcoin Solutions Jukebox, Eh?,0
BASEL,36
03684622258ee166ac42,0
UNFAIRLYCHEAP,619
026f6a7ce2224ed15469,0
CCTip Test,0
Herr Knuent,3
LnBlackJack.com ♠️,1490
SILENTARTIST,4851
rappi node,2014
lightning.dutchpool.io #kippers,3129
FONetNode,26
HamSandwich,5
SatBase.org,722
03f61ea0985a11b60602,3
One_World,733
bitcraft,1799
02363a867322f144f7a0,535
DenverRiNode,1567
EASE1,628
Luigi,0
FreeMoon,4873
santantango,5
Just_Keep_Stacking,1145
02f02d75d6bbbb98c103,37
Tulipex Lightning,12
Anchor,33
03f27f29f5f1f1805d5c,471
My_Dude,3571
LookBusy6,5008
ClockTower1955,1069
✨ HICKSVILLE BTC ✨,207
03f86226c21a84c2596c,1299
OMEGANODE,23
Jakey,130
DNSNODE,9
Blitzbank,3315
036226fec3acc7b4d3d0,3
GravitoniumNode,0
SPICEFLOW,1083
Kiyu@icehous.io,14
New Speedway Boogie,977
JWall,5673
allNice,17790
FNDBTC,572
moneyprinterbrrrrrr,427
POV CRYPTO,5
023fb4fde1d99f86a54e,4
RideTheLightning2,962
020cf6b5c55dd3da475e,24
MidwestLightning,89
proudfoot,457
Gradually_then_Suddenly,2147
Let's Talk Bitcoin!,693
Gewitterwoelkchen,14866
034927579de70868227d,102
magnetron,9526
feleena,1850
03952caf802b56660c2e,7
Tikkitukkanode,601
🌟Star⭐️Service🌟,773
techmedia,96
03bd8df7be1842ab39b5,3
Qew-Node,83
LightningSlug,7
webnel,1245
034a1a016ff70e724160,14
TyrellCorporation,780
Node42A,185
032ffbd60dde49e09270,10
start9-0x2941dbb150b2e188,0
CheesecakeForge,27
909technotime,0
NORWAY,13
Kanagawa Cat Alliance,176
03397581758cfc8af1c3,0
02639456a040efd69f9b,492
028beafef6c5868a10d0,11
03511785281247d97c5c,5
03788bab8bfd9d044018,563
Libertas a Ripas,4802
sendai,1093
b03641f6e6e3,0
03c506e522a3e6ec39f5,391
Number19-lnd,79
Dr Walrus,8944
02a2817dcc6dc41248ea,3
ipayblue-1,2498
0390822c16135481647a,2853
Raspiblitz,0
EgteGeld_Node,2692
SoBloat,3727
030625821d982c41b4af,11
btcbank,1767
038e8dc7f5515d967377,6
NodePK,15
MidWestLNd,6143
decentranode,7
bitandromeda 🚀,4731
ln-hub-de,3037
Prufrock,224
03c70e309cf729061634,3
029100650bf67509b989,3
02513565d92e8a387619,19
03f3d5f7db9da485bb07,666
BlockFinity,1883
0300267f98ae79cc9ba9,5
suredbits,349
021340581a8c540c23c5,15
0342a82e858b7ed032b2,203
marvelsnode,825
Christo2,32
HFSR,2751
lightning.emzy.de,8630
Plebs-BALANCER,4103
ARiverRunsThroughIt,312
berbitcoinnode,0
start9-0x1dfe8af005cc0918,279
037b3e3956ba47deee6f,0
RAZOR CREST,1195
LexBitcoinConsulting,3
fsociety,839
yakiniku,53
outsidia-ln-node,55
Chrochtadlo,3
03d3bfd79de6a82c1ebe,3
0260b0ec1426c329e217,1489
CommonLawIsTheAnswer,6144
Atlantic-Lightning,35
039bc282033a91628ed7,2820
READY2GO4BTC,6
Leggy,706
03f77b40e60965b0b5cd,3169
Peter,95
039735d99cc26041566c,0
Webempresario.com,719
BitcoinBufo,1524
BGD,3
Old Man Yells at Cloud,1227
Q3DMOE,1009
dubainode1802,672
Tacotime1658,46
Ukkonen,3310
038838e1686b4c834427,17
hammer,4046
CEOrg,102
⚡Jozzy⚡🍩,3764
Aegaeon🌛⚡,445
BitcoinSaigon.org,0
offerm [LND],2733
money_is_paper,3
thesatstash,2084
SKYNET,3
Stax,2625
Petra,61
JK-2,123
jcToronto99,45
028a28a17bbe900b7126,2156
LTW_blitz,0
NOLIMITZNODE [LND],2281
03d8d79877cd7b172943,3
fulmo,585
0387c4923b6fac9bb6db,8
4coinsmorejoins,1123
Chrislasaucis LN node,3
LeniNgraD,47
0397182258baa855c35b,1023
easy,1425
BJR Hodl LND,252
OliveTree,8
0256f74bf56174acbee2,3
FreeFlowLN,2260
03ea3d158b2866667459,2316
BitcoinPowWow[nodl],1522
☇ Kind84 ☇,668
SMOZER,3
AbyZ,9
angel,1952
Lightning Node c51k05,4962
03fc67b6b3bb0adde771,219
0317d6b11e81729192aa,2733
Breadfruit,1377
crymel.icu [lnd],2788
jonx-node2019,3
Hopdihopheveni,29
ANGRYTROUGH,3
Jester II [myNode],400
lamprey.com,10
Omnitrixx2,527
4Head,3
⚡The-Lightning-Ride⚡,4332
29e470c4f20f,3
BUGS e.V. ⚡️,0
ln1.kosmos.org,723
Bitcoin_Dashboards,1120
Tortuga-node,5998
Phoebus,123
boxxy.network,6277
rasp,3
0368aa1f025eb3b133b2,833
electromoney,8
Missy,26
[̲̅$̲̅(̲̅5̲̅)̲̅$̲̅],35
CryptoChill,20135
QOL.World[01],529
0323d4f570453194a7db,215
Cuerna,166
02b45e6448588de24daf,1400
Pathfinder,1176
029f6118a30a2479e266,63
03a1bdf6cc8fca632749,4609
kueken-partei.de,20
100MV,50
money-dematerialized,5254
store.lnnodeinsight.com,131
02997ab4ec93d45bdbf9,6
CreeptoeKubex,4705
0252428d99d1b7f5ce46,0
llaangel,740
0283c7701560c418138b,48
BigBroNode,1734
Porompis,16
02c9a5283bbd02725aa2,56
0291483accfa65dc6664,486
BitcoinBunz,43
Trivium,3
MaunaKea,27
021750d25daceb90b1d5,87
www.hashbee.com [LND],2985
Barley[NodeNor],2666
BitcoinBull,137
RaleighNode,5
Mads,7518
BITW,363
AvantGarden,0
0356f3fdb37d19a43e2d,1695
roosoft,4059
MajoNess[NodeNor],359
023e0a4bf1d2e7ac1b44,45
032120daead425130c47,69
Roverevolution,1941
rapaz,13
stop_1984,625
BCash_Is_Trash,38317
4g ln node,54
oneforsatoshi,700
Kurt,343
SOMANYNODEMUCHWOW,0
028c31d83f6a3239ed69,717
0202093bd61f0ea02ad6,3
Oink.VRSC@,334
lnd.tmnet.ch,5
EverythingEverywhere,5
LightningQueen,2440
PlebNet.Org-SunshineMiner,844
Bitcoin's,817
TheFerrymanGER,77
Bitlinq.space,14
02c18cb9aa16bc9e3c38,4
0355809648e6e1bbdbfa,40
02a813f59f7d2f4ef83b,12
lightnigg,695
btcpay.coldbit.com,842
PK Thunder,2094
038cc8f0040a7361ac7d,3275
03394e5aec86daefdc6e,46
PollenFans,1229
bitcast,1312
WittyAlias,3
Tesla_MUC ☀️⚡🔋,2670
node-of-excelance,8764
lighthub,784
TheyLiveWeSleep,0
02e84e47a22d19332b35,3
BitBank,0
LNBIG.com [lnd-39],22234
020993761c07ba3ba770,1795
LN.VPS.BG,1309
Moria,171
0269f2f23576d16bf054,37
02b0944194941f797d90,3
02baefa3f0346dec11b6,580
BuzzLightning,639
03e6816ab3f6f37b2910,19
TheVerifier,18
cyphrR [NodeNor],968
0326c00451ed7f12c398,20
BestBitcoinSERVER,5
ronny01,8
pinkfloyd,2303
d07335b98afa,0
cguida,1450
okkman-lnd-mynode,114
InternationalSpaceStation,3604
Obi-Wan Cryptobi,9928
5950x stockholm node,529
ACHPAY,1899
021ad3bc49e5f64fb33e,5
bytecoin,1339
anodenymous,2064
TheStrongHODL,6120
rmaskad,0
FortunaImperatrixMundi,36
SATM,602
Kidlat212,432
Brunosnode,830
Gunslinger,3990
DANIELCREX,112
takingshape,8680
Hoverfly,5355
FLG10_LNode,3
Peter Schiff,486
IMF,4
034dfeca4eab9f2d6fae,127
037bbc5909aa77e76919,5
CBBH4,3
031de59bcf73556bed40,736
PoodleNoodle,1607
satturn,954
Hodlcorp.com,1294
cicekdagi,2105
028befd7d41a70934a94,20
2theMoon,6417
CryptoRico-1,148
ideasarelikeflames.com,9490
LunaMoofUK,1492
MyLightingNodeAU,272
RainbowWarrior,168
Coincards,193
024779cd9f7e28201c35,30
I Forgor 💀,102
0374474f210393328da9,6
tb12,1317
sMiles,166
Mascareta,1791
03abb1cc7bc71c2e1b63,43
NorthernLights,1189
Raspi3Blitz,226
Sir Ryan Bemrose,727
BTC4DeWin,5342
unBlockt,977
02b673ecd036c6febe9f,14
03ef74233102882aead8,6
Mayfair,754
Bitconeeect,635
sevenflowerln1,1721
TokolosheLN,18
graymatter7 [LND],0
Unimatrix_Zero_One,646
Unhinged,2007
SetecMini,221
cryptocoinphone.com,1326
03455b60d691c9a15a47,47
joy of life,1801
030026265f84964cb9f7,7
03f8f4242a2a9eb13d47,6
FreeBitcoin,907
020d777a491a76fa73dc,178
BitcoinKempten,1200
GREENBOUNCE,10
027621ca106a50545624,387
CreateCryptoRiches.com,54
ErnstHaft21,429
freeargentina,6042
Bitcoin Creative.BTCPay,19
02cb343cf2a36c9485ff,335
03598ae4015c76962a4d,12
✨Mylo✨,3879
Red.de.Rayos,8462
02d3b67d1d3cd04273f4,7
03a1536cea4a2cb12ddb,13
moldysoggypants,5
035e542163833a197fc2,212
CryptoCloaks,12485
coinbutler.com,1851
LNuser,3310
LOUDYARD,6
AvoidTheNoidnode,2160
0258168282111ff2badf,0
YELLOWPENGUIN,12
SLEEPYWHISPER,851
99CentStore,13
🚀 Doubtless Dalmatian 🚀,46
0399268f22cf4ba074f9,29
03fbb0d64c166573968f,7
0273a1031ba059634841,62
Dontstopmenow,0
Ashitaka,1208
Whacker1,684
BuidlBuidl,809
0390bea638d3af110069,9
pos.btcpayserver.it,137
Channel4News_LN_Team,123
BlitzKrieg,98
LN Eagle,2636
freebiker,30
02d17a9c1fe250b20fd4,14
sphinxrouting-6553d29959,7246
PEEVEDFIRE-v0.10.2-modded,72
031b307c4c95bb60c1d2,8
NoGoodNode,2976
02b39b76e521ef420d23,8688
TheFerryman,1602
GoBrrrme,3211
0259377d4fb643651eb8,1364
0287ed787b700069407d,5
zion-7049385c-m,2334
bitpay-inv1,195
EuroDale[NodeNor],678
lndeu0.zaphq.io,233
Megalodon,294
Crown Lightning,1926
littleAlice ☇,5761
03d92daa0796f74067df,3
02bd075ad02e8d7d08c7,340
Nebuchadnezzar,341
LNWallet.com,39
Keep Peaking,1543
Mt.Fuji,3
03f1d97ea8772c477f9c,115
0xwhiterabbit 🐇,1624
RayoNode,3
DragonFly,6
lightning.burleson.tx,50
kub-41,344
Quantum Frame,761
e0f14834476c,0
03c2ec9e29e4b34c38c5,11
otech,966
PagameEnSats.xyz,3
alekos,747
026e92ad1eaf7140d2cb,186
0339e4d70e4caec97b75,1325
n8node,4573
35.228.174.168,1643
OpenLN.net,9060
carefuleagle2,3018
TheCryptoCoin,527
raptoridge,43
ln.asolar.si,1176
02cd80fedebb6405d9b8,21
03bd3e94eebb9d7297ac,10
0283e14a98c3cf2917d1,964
brrrrrrrrr,1232
021c67571cad0c6576a1,77
peppertiger,3901
Tatooine,11283
AUXBOURG,38
RatPoisonSquared,8495
02b1f66eda5593aef95a,10
Macaba,875
TKS⚡,1021
mynodebtc.com [myNode1],225
03d4f0230d3fc266faf6,0
ALAMOSQUARE [LND],3
038afc81bc561dde9b9e,135
Autobahn4LND,13120
KCBitcoinMeetup,101
satoshismarket.place-N0,3
Rapide-Comme-L-Eclair-2,5614
allnd01,44
Neznal jsem, ale RIP,1109
theLightningBazaar.nl,3441
0332a5238bb73a60711b,708
028e81e53b5e039a3a3c,0
0318c93badd02d06444f,0
Anodetion,127
Part of Plan B,3
noncense.tech,53
DiamondPleb,174
036eb7c2b4e273f8ad8e,19
rapaygo-v1,0
034dc65bba53742d98d8,661
ChileanWines,2568
FAHayek,145
AustenPushkin,6682
027f8431bbc248b4326b,5
doughless,1181
033490a668cfa54df602,0
0200ff178188618ee67a,177
Xexr.com,3
AnriBTC,24
quietNaN,1383
onleines,38
sh2node,108
0372c3d30805e27319ab,43
03a6f2fabf42606b34a2,415
BitNara 1894 Korea,1895
KATZ,15
Electrum trampoline,344
toby-nuc,790
024b0e646d11041d7c76,0
FreshGumby,880
kanlnd2,21
aranguren.org,91
hebronLN,2337
SirBumble,1189
Coinkit.de,18
NeO,25
ThrobbingSausage,5074
Lightning-Nick,42
PilaricaBot,7
ZukunftBitcoin,548
NodeMcNodyface,631
02d310706cf17d14dce6,129
0211a4d5d662176bdd38,447
035b2e6b80a4105a6f3b,16630
022e25d4ebe02f42ed66,115
02a0e379f34af54f4b64,13
btccrunch,339
022159beaafc9e88db25,3
032db9ccd4bcd0e6d2a5,31
0280a660a2d2005208e0,10
Frauch,2918
0261fdab8a353e2d3165,0
Gotzilla Citadel 🌞,110
room77,649
Northern,118
031a0a8339c790b4283d,1270
0204000710c1f3ab6987,0
03d6769696da9cfba327,8
02d47f3ba1ae378f91a3,17
Sunken_Colony,2306
GrandArcher,4261
bzums,0
start9-0xb380f4edeed4566,4
deadcatlambo,2594
02d50e281845b66acf67,1057
SatsRus,640
NodeBoi,15
TheByteBoosters,296
bigGnode,2198
02f9e209abc83c18d189,0
renioctib,3
BitChop,16
038bb5cbad7a353ffde7,594
lglglgx3,3939
this machine kills central banks,6939
0311d8ff800345921542,390
Maripony,737
02552057dd53a6c64640,3
technocabin,1389
025062f49edd67ebe3c8,1520
03a7e756bf373167c4b1,48
02409a7366503c356708,592
038ee833ea7f289fd307,29
02b25be56b2cef3fc40a,0
derkueken.de,1442
@blame_bitcoin,4681
BeyTri,667
lozanode,5978
03e888b8241776b9c56c,274
tippin.me,31248
OwnersOnly,7453
MCMXCIII,9761
zero cooling,46
Pakal,3030
midwest,82
Cryptogator,1997
Jebediah⚡LND,4863
Huobi,5
ln1.1sat.org,6661
greenswamp,62
JevLN,11196
Aurelius21,157
03e4f8f59b7821aefb2e,10
0337cb9d68ee1a07e2c2,723
Airbozz,728
EmJ,99
Quenos [LND],757
02cdbfd26ed048703467,5
jnode,669
coincenter.lnd.lightning.land,0
BigOunce,122
start9-0x447474e81dc2310d,602
pudoblitz,356
BTC_👽👽👽👽👽👽,787
CICERO,2540
02cc40fe49b394bec5a1,2104
bolt.observer,2503
03b067d64918fc596f8d,7
026d2002de505b8e9811,20
randstad-lightning.nl,767
037f120d70f3cbec1598,286
DreamsCanGetReal,4664
0,36
Bitman,3304
FlySats,17
02dda2a51bde41bcf07a,0
ASGARDAS,543
9ff74973e9-sphinx,0
4 a free world,33
satsPAYcarinthia,892
037667a61f11bdfd28a0,108
himbaerman,290
CheeseRobot.org,664
WANG,16
LuxNode,4
SLEEPYARTIST-,7
ZeroFee4Fun,2464
cc08163429a1,0
035c1853ec22135c81d9,4
YouBuyWithBitcoin.com,1478
028f80b16ba033185cd0,0
02617f0c044752f6ed39,311
Anglo Irish Bank,430
DeskRabbit,561
03a009532c7b5d344a42,15
Mooo.tech,37
tokencontainermodel,5025
Mahuea,3157
YOUR MOM,2138
VitaRay,769
Benoit,3
Lightning-Bukowski,2090
COSnowMonster,2197
WeAreSatoshi,312
ivan,894
NeuEss,279
Voltzard,1240
024fe3a0dce9bd039ce5,187
HelloIamanode,536
02e177514a960b4ad2ca,6
[GENBA LIGHTNING POWER YOSHI!],3
Eichsfeld,182
blockJane,187
WyoBTC,343
nodeworthy,1388
Prometheus,5837
globalliquidity,13
domsownlightning,369
0214ce18a94a4012ba29,441
02308f3749f21f763906,57
nufx,778
CRONUS-BTC,109
PotitoLND,738
Bitcoin Satellite Sats 🛰️,67
rasputin,823
03d11a2d21ac5da2caac,6
mynodebtc.com [Maex],9
LAcooper-01,198
GreatWhiteNorth,204
Vegan Node,3311
CoinMelon,450
BallLightning,1466
altuno.de,15
lnking,7
Ngu Technologies,5141
02539bcb0e8abad109fe,18
MoBlitz,20
Delmonte Lightning Node,37
0318396cccbcfd129b8b,540
metacortex,609
GrunnBliksems,3995
347ca8bea09c,0
btcpay.nisaba.solutions,631
LNBIG.com [lnd-33],19908
MinistryofNodes,5721
038c6704e58b7ae3bfc6,0
GR_HUB_zero_fees,988
betterthan.gold,4684
raspi-blitz,87
TheLND.com,2027
02a50c854009e32773f0,11
web3,1145
0344fef6313660d30741,3
HXG-62,34
CypherHive,943
0292555f00a33a9651b2,0
blank,111
SpeedNet,3
Crypto Lover Couple,3892
0210337d0436d5d9bcda,46
DoubleA,1765
www.otsvs.net,655
☠ move to: zero fee routing,1959
synonym.to,3
Deng from Discord,1957
zaphodok,18
ToTheMoonGuy,6
BaraBoom [LND],694
nodl-57febf59ca2e542aa77efef6,0
cologneblitz,3
033d990f81de27c74c71,27
03b49b91435139480c9f,262
Staten Island Bitcoin,3
0379401b3e0a5349c084,6
SlapThemHard,699
Alice_<3_Bob,816
GoblinShark,118
032c3b4ff6fcda717a22,0
hodlhodlhodl,514
036730eb2cbf21332a49,17
DonKingLN,1452
0309b109317e8ca95416,6735
037ed093d1c47bc5cc8f,136
0362503d3d158444d9de,0
Juvenelle_lnd2,148
022b040fe04fff04f69a,3
0204b68f6ea251749325,529
02c5f1d24302aa9e7a01,65
02665334c1a74ea3d9be,472
StruckBy,113
ZeusPoweredNode,31
mainbuddy,42
0265393f4ad858be828b,44
yalls.org yalls-clearnet,4930
03d034d753ba0744cb8e,300
02c2abe0fd8e1634b613,646
0329cbc643617cc122c5,6
023a8b71b41a59aa5049,22
bananenblitz,39
joshua-napoli,9
aolender,35
Bitcoin.Ireland,0
riddler,382
029ae27c48739e399f0e,0
0252a7827bcede137b27,0
Moon_Base,7392
wobloz,7391
WearsMyLibertyLND,3483
Kawaii-Router,3388
FedCoinBad,503
MoonMiner,1246
Curious_BTC,6568
Portugal Lightning,1053
031b1877b1fc848ba441,0
Pinotio.com,30
0280712b8083e1257b9a,0
0239c0d61060b3520f88,33
forked_lightning,49
BitcoinBoomer,759
bitboy,3
02f2a7dc52c837b02451,711
izu,189
JoyeuxNoeuel,3147
CybrStudd,432
JohnBlaze,2461
Liberty777,58
freeRaspi,1082
BTCEnergy,72
iSovereign,13
marincoBlitz,300
Tomas_H,1466
mountain.kemble.ca,2315
03dd96cb34c44271fe96,20
Start Talking In Sats,1792
@hodler_1969,747
0206e74aed257451f07c,7
Jabberabber,2040
02d3a37737e4418a2e0a,17
caleb.vegas,12
LightningLomma,235
UkaUka,2601
Yung Lerk,233
BlockBlock,2309
021598cf5003569e0efe,446
nodl-lnd-s002-040,0
neopolitan6,1374
02b2a5b2b3f57c1c99a3,63
RoutingNightrain - plebnet.org,1082
03b7c0c36bf75c01dda7,5
⚡️ bCyber ⚡️,30985
YellowRaspi,5
NodeYouDidnt,373
SPQR,0
amorfati,1843
03c0ba84e1751718cecd,8
034b0bd81b4a8134b054,8
021e205464dfb08eb909,170
tximista,1101
NIKE,0
03a290348379a936196d,1054
Bitcoin Consciousness,0
node.bitcoin.ai,964
BLACKSHEEPMUSK,0
02f8570e98df11e92784,2098
arkaos,35
AKL Hub,21
⚡️ Kostja 🐝,5651
Cliff 'em All,439
lightning-kmalloc,521
Socoshikitchen-plebnet.org,642
mcintosh,0
Nargothrond 🌊🏯🌲,4634
DBTC2140,881
Yrkoon,719
Wealth.of.Being,0
BeachHappy,1224
BlockBlockNode,39
backbone.zatoshi.com,692
Stregatto[LND],1495
038d63341268102ad629,223
nonamegulf,83
0203f3e0fdaa52ca5c80,8052
025caec338b667c6ac29,7
S. R&D,1253
JOSE_LUIS [LND],704
AZLightningNode,74
03b5d69c1e21c9f784fe,1317
FLASHSATS,771
0334275c5099948773f8,11
02521c9dd13cbd068306,35
SIVART,111
[B166ER] LetsGoBrandon!,95
02653ddf3d4938d05245,1215
KryptoDoupe.cz,1120
RideTheLightning1,30
025b6a063cb63466962d,30
025a7ee2e1c69b3e11b6,3
Marvin,1145
hollepenjo,142
02a615905006f0348217,89
link.netsend.nl,693
SeasickDiver,115
02d196e5c4867d1280e3,12
Lifeanon269,2570
CryptoQuick Consulting,766
02db55d2cc649a103558,64
NakedNode,725
02e34853b60137ef252f,5
0396f67efca57912e65a,3
02bf99b0ea2ee42e11c1,285
btcpaymentsnl,72
Roekoe🐦,2383
pam-pU001,78
BlueWave,1735
onosendai,5637
TheBlackBox,5416
BITPAINT.CLUB,1848
nimbus,966
Lightning is the Way,6817
032ae03ca3de2e714382,3
0301aec85969ff0396b7,3
zonemix,9
Cypher Core [LND],5
Forklog,3170
xxx99481xxx,353
0322017f93c674fd31d3,5
PocketBitcoin.com,0
schnitzelblitzc,5
Schmeckle Router,6415
BatchNode,17
03d51dfcaa0e0e362a04,290
0362bc1141ed558a646c,657
03dc3180a32b1278c15e,3
02fbf296c1b6c8c4ccfb,713
03f537c6e27969ea9da7,526
bd2a266da6c5,0
AASOBLITZ,103
bxm,207
02681bd997c4df0622fa,685
035db7bce8b88eb6040d,23
zaetnick,11
s.m.i².l.e.,1084
03bf67ff0e493f20739e,100
lndus3.zaphq.io,699
03fccc0fe0bf2710e2b2,3
LL-LND,168
gh45xvbGfgH,659
halobend,3235
02b52d6c5952d706c535,593
node42.netcraft.ch,1369
Bitrefill,23103
beefyfish,705
030f052d8797551b8558,0
03a3633de989fc7405ef,3
039e2b046562d991511b,6
node03.fulmo.org,75
jamon serrano,19
Peace/Money | bit.ly/1kYb7a7,5280
currycash,13
rblibolt,3
bitbee,1057
GREENSPAWN,3
SIMP,3
034e59dd95213f4469e0,20
Padawan,1064
rumpelstilzchen,490
024722a3ac8fd714ca65,594
MarMaxVerona,828
03cd41d0064852d565d5,11
cznode1.ori.net,3
033188a9c24dc077b2a9,1747
Ancapistan,3310
02b8fd1dbc7ee9865bc9,1028
BTC LOVE ♥,20
DCL168,42
03e4cb86e1842301e481,0
sunny,341
rspilnd,1307
BREDA NAC,573
03a898b7cca3265ae4ca,429
Lightning_Bus,3680
03b305347352aa3460a2,78
caterer-unchain,490
ValueofBitcoin.com,1709
03af7471dcdc308fb62e,280
Tuoyuan,288
